filename,chromosome_count,cellname,stage,celltype
GSM6999174,21,GasbE751170,E75,ExE ectoderm
GSM6999175,21,GasbE751171,E75,ExE ectoderm
GSM6999176,21,GasbE751172,E75,epithelial cells
GSM6999177,21,GasbE751173,E75,neural ectoderm
GSM6999178,21,GasbE751174,E75,ExE mesoderm
GSM6999179,21,GasbE751175,E75,neural ectoderm
GSM6999180,21,GasbE751176,E75,endoderm
GSM6999181,21,GasbE751178,E75,mitosis
GSM6999182,21,GasbE751179,E75,ExE mesoderm
GSM6999183,20,GasbE751180,E75,early mesenchyme
GSM6999184,20,GasbE751181,E75,ExE ectoderm
GSM6999185,21,GasbE751182,E75,ExE ectoderm
GSM6999186,21,GasbE751183,E75,blood
GSM6999187,21,GasbE751184,E75,early mesoderm
GSM6999188,21,GasbE751185,E75,early mesoderm
GSM6999189,21,GasbE751186,E75,neural ectoderm
GSM6999190,21,GasbE751187,E75,early mesenchyme
GSM6999191,21,GasbE751188,E75,neural ectoderm
GSM6999192,21,GasbE751189,E75,ExE ectoderm
GSM6999193,20,GasbE751190,E75,early mesoderm
GSM6999194,20,GasbE751191,E75,early mesenchyme
GSM6999195,21,GasbE751192,E75,endoderm
GSM6999196,21,GasbE751193,E75,ExE endoderm
GSM6999197,21,GasbE751194,E75,early mesenchyme
GSM6999198,20,GasbE751195,E75,early mesoderm
GSM6999199,20,GasbE751196,E75,neural ectoderm
GSM6999200,20,GasbE751197,E75,ExE ectoderm
GSM6999201,21,GasbE751198,E75,ExE endoderm
GSM6999202,21,GasbE751199,E75,neural ectoderm
GSM6999203,21,GasbE751200,E75,early mesoderm
GSM6999204,21,GasbE751201,E75,neural ectoderm
GSM6999205,20,GasbE751202,E75,ExE ectoderm
GSM6999206,20,GasbE751203,E75,mitosis
GSM6999207,20,GasbE751204,E75,blood
GSM6999208,21,GasbE751205,E75,early mesenchyme
GSM6999209,21,GasbE751206,E75,neural ectoderm
GSM6999210,21,GasbE751207,E75,early mesoderm
GSM6999211,20,GasbE751208,E75,epithelial cells
GSM6999212,21,GasbE751209,E75,ExE ectoderm
GSM6999213,20,GasbE751210,E75,early mesoderm
GSM6999214,21,GasbE751211,E75,neural ectoderm
GSM6999215,21,GasbE751212,E75,ExE endoderm
GSM6999216,21,GasbE751213,E75,mitosis
GSM6999217,20,GasbE751214,E75,neural ectoderm
GSM6999218,20,GasbE751215,E75,neural ectoderm
GSM6999219,20,GasbE751216,E75,ExE mesoderm
GSM6999220,21,GasbE751217,E75,ExE endoderm
GSM6999221,20,GasbE751218,E75,neural ectoderm
GSM6999222,20,GasbE751219,E75,epithelial cells
GSM6999223,20,GasbE751220,E75,neural ectoderm
GSM6999224,21,GasbE751221,E75,neural ectoderm
GSM6999225,20,GasbE751222,E75,neural ectoderm
GSM6999226,20,GasbE751223,E75,epithelial cells
GSM6999227,20,GasbE751224,E75,neural ectoderm
GSM6999228,20,GasbE751225,E75,early mesenchyme
GSM6999229,21,GasbE751226,E75,early mesenchyme
GSM6999230,20,GasbE751227,E75,neural ectoderm
GSM6999231,20,GasbE751228,E75,early mesenchyme
GSM6999232,20,GasbE751229,E75,ExE endoderm
GSM6999233,20,GasbE751230,E75,mitosis
GSM6999234,20,GasbE751231,E75,early mesenchyme
GSM6999235,20,GasbE751232,E75,ExE ectoderm
GSM6999236,20,GasbE751233,E75,early mesenchyme
GSM6999237,20,GasbE751234,E75,endoderm
GSM6999238,20,GasbE751235,E75,early mesenchyme
GSM6999239,21,GasbE751236,E75,blood
GSM6999240,20,GasbE751237,E75,ExE ectoderm
GSM6999241,21,GasbE751239,E75,endoderm
GSM6999242,20,GasbE751240,E75,neural ectoderm
GSM6999243,20,GasbE751241,E75,ExE endoderm
GSM6999244,21,GasbE751242,E75,early mesenchyme
GSM6999245,20,GasbE751243,E75,ExE ectoderm
GSM6999246,20,GasbE751244,E75,early mesenchyme
GSM6999247,20,GasbE751245,E75,early mesoderm
GSM6999248,20,GasbE751247,E75,blood
GSM6999249,21,GasbE751248,E75,neural ectoderm
GSM6999250,21,GasbE751249,E75,ExE ectoderm
GSM6999251,21,GasbE751250,E75,early mesoderm
GSM6999252,21,GasbE751251,E75,ExE mesoderm
GSM6999253,21,GasbE751252,E75,neural ectoderm
GSM6999254,21,GasbE751253,E75,ExE endoderm
GSM6999255,20,GasbE751255,E75,early mesoderm
GSM6999256,20,GasbE751256,E75,ExE ectoderm
GSM6999257,21,GasbE751257,E75,ExE endoderm
GSM6999258,20,GasbE751258,E75,blood
GSM6999259,20,GasbE751259,E75,blood
GSM6999260,20,GasbE751260,E75,epithelial cells
GSM6999261,20,GasbE751261,E75,neural ectoderm
GSM6999262,21,GasbE751262,E75,ExE endoderm
GSM6999263,21,GasbE751263,E75,endoderm
GSM6999264,20,GasbE751264,E75,early mesenchyme
GSM6999265,21,GasbE751265,E75,early mesenchyme
GSM6999266,20,GasbE751266,E75,neural ectoderm
GSM6999267,20,GasbE751267,E75,ExE endoderm
GSM6999268,20,GasbE751268,E75,early mesenchyme
GSM6999269,21,GasbE751269,E75,neural ectoderm
GSM6999270,21,GasbE751270,E75,early mesoderm
GSM6999271,21,GasbE751271,E75,neural ectoderm
GSM6999272,21,GasbE751272,E75,early mesoderm
GSM6999273,21,GasbE751273,E75,neural ectoderm
GSM6999274,21,GasbE751274,E75,early mesoderm
GSM6999275,20,GasbE751275,E75,ExE mesoderm
GSM6999276,20,GasbE751276,E75,neural ectoderm
GSM6999277,20,GasbE751277,E75,neural ectoderm
GSM6999278,21,GasbE751278,E75,blood
GSM6999279,20,GasbE751279,E75,neural ectoderm
GSM6999280,21,GasbE751280,E75,neural ectoderm
GSM6999281,21,GasbE751281,E75,blood
GSM6999282,21,GasbE751284,E75,blood
GSM6999283,21,GasbE751285,E75,ExE ectoderm
GSM6999284,20,GasbE751286,E75,epithelial cells
GSM6999285,21,GasbE751287,E75,ExE endoderm
GSM6999286,21,GasbE751288,E75,blood
GSM6999287,21,GasbE751289,E75,neural ectoderm
GSM6999288,21,GasbE751290,E75,neural ectoderm
GSM6999289,21,GasbE751291,E75,blood
GSM6999290,21,GasbE751292,E75,early mesoderm
GSM6999291,20,GasbE751293,E75,mitosis
GSM6999292,21,GasbE751294,E75,early mesoderm
GSM6999293,21,GasbE751295,E75,epithelial cells
GSM6999294,20,GasbE751296,E75,early mesenchyme
GSM6999295,20,GasbE751297,E75,neural ectoderm
GSM6999296,20,GasbE751298,E75,early mesenchyme
GSM6999297,20,GasbE751299,E75,ExE ectoderm
GSM6999298,20,GasbE751300,E75,ExE ectoderm
GSM6999299,21,GasbE751301,E75,ExE endoderm
GSM6999300,21,GasbE751302,E75,early mesoderm
GSM6999301,20,GasbE751303,E75,early mesoderm
GSM6999302,21,GasbE751304,E75,neural ectoderm
GSM6999303,21,GasbE751305,E75,mitosis
GSM6999304,20,GasbE751306,E75,neural ectoderm
GSM6999305,20,GasbE751307,E75,blood
GSM6999306,21,GasbE751308,E75,early mesoderm
GSM6999307,21,GasbE751309,E75,endoderm
GSM6999308,20,GasbE751310,E75,ExE ectoderm
GSM6999309,20,GasbE751311,E75,blood
GSM6999310,20,GasbE751312,E75,early mesoderm
GSM6999311,21,GasbE751313,E75,neural ectoderm
GSM6999312,21,GasbE751314,E75,ExE endoderm
GSM6999313,21,GasbE751315,E75,neural ectoderm
GSM6999314,21,GasbE751316,E75,mitosis
GSM6999315,20,GasbE751317,E75,mitosis
GSM6999316,21,GasbE751318,E75,ExE endoderm
GSM6999317,21,GasbE751319,E75,early mesoderm
GSM6999318,20,GasbE751320,E75,ExE mesoderm
GSM6999319,20,GasbE751321,E75,neural ectoderm
GSM6999320,20,GasbE751322,E75,neural ectoderm
GSM6999321,20,GasbE751323,E75,ExE ectoderm
GSM6999322,21,GasbE751324,E75,neural ectoderm
GSM6999323,21,GasbE751325,E75,early mesoderm
GSM6999324,21,GasbE751326,E75,neural ectoderm
GSM6999325,21,GasbE751327,E75,mitosis
GSM6999326,21,GasbE751328,E75,mitosis
GSM6999327,21,GasbE751329,E75,early mesoderm
GSM6999328,21,GasbE751330,E75,ExE endoderm
GSM6999329,20,GasbE751331,E75,neural ectoderm
GSM6999330,21,GasbE751332,E75,early mesenchyme
GSM6999331,21,GasbE751333,E75,blood
GSM6999332,20,GasbE751334,E75,ExE endoderm
GSM6999333,20,GasbE751335,E75,neural ectoderm
GSM6999334,21,GasbE751336,E75,endoderm
GSM6999335,20,GasbE751337,E75,neural ectoderm
GSM6999336,20,GasbE751338,E75,endoderm
GSM6999337,20,GasbE751339,E75,ExE endoderm
GSM6999338,20,GasbE751340,E75,ExE ectoderm
GSM6999339,20,GasbE751341,E75,ExE mesoderm
GSM6999340,20,GasbE751342,E75,ExE mesoderm
GSM6999341,21,GasbE751343,E75,ExE endoderm
GSM6999342,20,GasbE751344,E75,early mesoderm
GSM6999343,20,GasbE751345,E75,early mesoderm
GSM6999344,21,GasbE751346,E75,ExE endoderm
GSM6999345,21,GasbE751347,E75,ExE endoderm
GSM6999346,21,GasbE751348,E75,ExE mesoderm
GSM6999347,20,GasbE751349,E75,neural ectoderm
GSM6999348,20,GasbE751350,E75,ExE mesoderm
GSM6999349,20,GasbE751351,E75,endoderm
GSM6999350,21,GasbE751352,E75,neural ectoderm
GSM6999351,20,GasbE751353,E75,early mesenchyme
GSM6999352,20,GasbE751354,E75,ExE ectoderm
GSM6999353,21,GasbE751355,E75,ExE endoderm
GSM6999354,21,GasbE751356,E75,blood
GSM6999355,20,GasbE751357,E75,ExE ectoderm
GSM6999356,20,GasbE751358,E75,mitosis
GSM6999357,20,GasbE751359,E75,ExE mesoderm
GSM6999358,21,GasbE751360,E75,blood
GSM6999359,20,GasbE751361,E75,neural ectoderm
GSM6999360,20,GasbE751362,E75,ExE endoderm
GSM6999361,21,GasbE751363,E75,early mesoderm
GSM6999362,21,GasbE751364,E75,early mesoderm
GSM6999363,20,GasbE751365,E75,mitosis
GSM6999364,20,GasbE751366,E75,early mesoderm
GSM6999365,20,GasbE751367,E75,blood
GSM6999366,20,GasbE751368,E75,ExE mesoderm
GSM6999367,21,GasbE751369,E75,epithelial cells
GSM6999368,21,GasbE751370,E75,early mesenchyme
GSM6999369,20,GasbE751371,E75,neural ectoderm
GSM6999370,20,GasbE751372,E75,early mesoderm
GSM6999371,21,GasbE751373,E75,ExE ectoderm
GSM6999372,21,GasbE751374,E75,ExE ectoderm
GSM6999373,20,GasbE751375,E75,neural ectoderm
GSM6999374,21,GasbE751376,E75,ExE endoderm
GSM6999375,20,GasbE751377,E75,early mesoderm
GSM6999376,20,GasbE751378,E75,endoderm
GSM6999377,21,GasbE751379,E75,early mesenchyme
GSM6999378,20,GasbE751380,E75,ExE mesoderm
GSM6999379,20,GasbE751381,E75,neural ectoderm
GSM6999380,20,GascE753001,E75,neural ectoderm
GSM6999381,20,GascE753002,E75,ExE mesoderm
GSM6999382,21,GascE753003,E75,ExE endoderm
GSM6999383,21,GascE753004,E75,neural ectoderm
GSM6999384,21,GascE753005,E75,endoderm
GSM6999385,21,GascE753006,E75,ExE endoderm
GSM6999386,21,GascE753007,E75,ExE ectoderm
GSM6999387,21,GascE753008,E75,ExE ectoderm
GSM6999388,21,GascE753009,E75,ExE ectoderm
GSM6999389,21,GascE753010,E75,neural ectoderm
GSM6999390,21,GascE753011,E75,ExE endoderm
GSM6999391,20,GascE753012,E75,neural ectoderm
GSM6999392,21,GascE753013,E75,early mesoderm
GSM6999393,21,GascE753014,E75,ExE ectoderm
GSM6999394,21,GascE753015,E75,early mesoderm
GSM6999395,21,GascE753016,E75,ExE ectoderm
GSM6999396,21,GascE753017,E75,early mesenchyme
GSM6999397,21,GascE753018,E75,ExE mesoderm
GSM6999398,21,GascE753019,E75,ExE endoderm
GSM6999399,21,GascE753020,E75,ExE endoderm
GSM6999400,20,GascE753021,E75,mitosis
GSM6999401,21,GascE753022,E75,neural ectoderm
GSM6999402,21,GascE753023,E75,ExE ectoderm
GSM6999403,21,GascE753024,E75,mitosis
GSM6999404,21,GascE753025,E75,early mesenchyme
GSM6999405,20,GascE753026,E75,neural ectoderm
GSM6999406,21,GascE753027,E75,endoderm
GSM6999407,20,GascE753028,E75,ExE endoderm
GSM6999408,20,GascE753029,E75,ExE mesoderm
GSM6999409,21,GascE753030,E75,neural ectoderm
GSM6999410,21,GascE753031,E75,neural ectoderm
GSM6999411,21,GascE753032,E75,ExE mesoderm
GSM6999412,21,GascE753033,E75,early mesoderm
GSM6999413,21,GascE753034,E75,epiblast and PS
GSM6999414,21,GascE753035,E75,ExE mesoderm
GSM6999415,20,GascE753036,E75,ExE ectoderm
GSM6999416,21,GascE753037,E75,blood
GSM6999417,21,GascE753039,E75,ExE mesoderm
GSM6999418,20,GascE753040,E75,endoderm
GSM6999419,21,GascE753041,E75,blood
GSM6999420,21,GascE753042,E75,neural ectoderm
GSM6999421,21,GascE753043,E75,ExE endoderm
GSM6999422,21,GascE753044,E75,endoderm
GSM6999423,21,GascE753045,E75,ExE ectoderm
GSM6999424,21,GascE753046,E75,mitosis
GSM6999425,21,GascE753047,E75,ExE ectoderm
GSM6999426,21,GascE753048,E75,epithelial cells
GSM6999427,21,GascE753049,E75,neural ectoderm
GSM6999428,21,GascE753050,E75,epiblast and PS
GSM6999429,21,GascE753051,E75,blood
GSM6999430,21,GascE753052,E75,mitosis
GSM6999431,21,GascE753053,E75,early mesoderm
GSM6999432,20,GascE753054,E75,blood
GSM6999433,20,GascE753055,E75,early mesoderm
GSM6999434,21,GascE753056,E75,ExE endoderm
GSM6999435,21,GascE753057,E75,neural ectoderm
GSM6999436,21,GascE753058,E75,ExE ectoderm
GSM6999437,21,GascE753059,E75,ExE endoderm
GSM6999438,21,GascE753060,E75,neural ectoderm
GSM6999439,21,GascE753061,E75,endoderm
GSM6999440,21,GascE753062,E75,ExE ectoderm
GSM6999441,21,GascE753063,E75,ExE endoderm
GSM6999442,21,GascE753064,E75,ExE ectoderm
GSM6999443,21,GascE753065,E75,neural ectoderm
GSM6999444,21,GascE753066,E75,early mesenchyme
GSM6999445,21,GascE753067,E75,ExE endoderm
GSM6999446,21,GascE753068,E75,ExE endoderm
GSM6999447,21,GascE753069,E75,blood
GSM6999448,21,GascE753070,E75,early mesenchyme
GSM6999449,21,GascE753071,E75,ExE endoderm
GSM6999450,21,GascE753072,E75,blood
GSM6999451,21,GascE753073,E75,ExE endoderm
GSM6999452,21,GascE753074,E75,ExE endoderm
GSM6999453,21,GascE753075,E75,early mesoderm
GSM6999454,21,GascE753076,E75,ExE ectoderm
GSM6999455,21,GascE753077,E75,early mesenchyme
GSM6999456,21,GascE753078,E75,neural ectoderm
GSM6999457,21,GascE753079,E75,ExE ectoderm
GSM6999458,21,GascE753080,E75,neural ectoderm
GSM6999459,21,GascE753081,E75,ExE mesoderm
GSM6999460,21,GascE753082,E75,ExE endoderm
GSM6999461,21,GascE753083,E75,ExE ectoderm
GSM6999462,21,GascE753084,E75,ExE endoderm
GSM6999463,20,GascE753085,E75,endoderm
GSM6999464,21,GascE753086,E75,endoderm
GSM6999465,21,GascE753087,E75,ExE endoderm
GSM6999466,21,GascE753088,E75,early mesenchyme
GSM6999467,21,GascE753089,E75,ExE ectoderm
GSM6999468,21,GascE753090,E75,ExE endoderm
GSM6999469,21,GascE753091,E75,early mesoderm
GSM6999470,21,GascE753092,E75,mitosis
GSM6999471,20,GascE753093,E75,ExE mesoderm
GSM6999472,21,GascE753094,E75,ExE endoderm
GSM6999473,21,GascE753095,E75,neural ectoderm
GSM6999474,21,GascE753096,E75,ExE ectoderm
GSM6999475,20,GascE753097,E75,neural ectoderm
GSM6999476,20,GascE753098,E75,neural ectoderm
GSM6999477,21,GascE753099,E75,ExE mesoderm
GSM6999478,21,GascE753100,E75,ExE ectoderm
GSM6999479,20,GascE753101,E75,early mesenchyme
GSM6999480,21,GascE753102,E75,neural ectoderm
GSM6999481,21,GascE753103,E75,blood
GSM6999482,21,GascE753104,E75,neural ectoderm
GSM6999483,21,GascE753105,E75,ExE mesoderm
GSM6999484,21,GascE753106,E75,ExE ectoderm
GSM6999485,21,GascE753107,E75,neural ectoderm
GSM6999486,20,GascE753108,E75,neural ectoderm
GSM6999487,21,GascE753109,E75,ExE endoderm
GSM6999488,21,GascE753110,E75,ExE endoderm
GSM6999489,21,GascE753111,E75,epithelial cells
GSM6999490,20,GascE753112,E75,early mesoderm
GSM6999491,21,GascE753113,E75,neural ectoderm
GSM6999492,21,GascE753114,E75,ExE endoderm
GSM6999493,21,GascE753115,E75,ExE endoderm
GSM6999494,20,GascE753116,E75,ExE endoderm
GSM6999495,21,GascE753117,E75,ExE ectoderm
GSM6999496,21,GascE753118,E75,ExE endoderm
GSM6999497,20,GascE753119,E75,neural ectoderm
GSM6999498,20,GascE753120,E75,early mesenchyme
GSM6999499,21,GascE753121,E75,ExE ectoderm
GSM6999500,21,GascE753122,E75,ExE endoderm
GSM6999501,21,GascE753123,E75,ExE endoderm
GSM6999502,20,GascE753124,E75,neural ectoderm
GSM6999503,20,GascE753125,E75,ExE endoderm
GSM6999504,21,GascE753126,E75,neural ectoderm
GSM6999505,21,GascE753127,E75,ExE endoderm
GSM6999506,21,GascE753128,E75,ExE endoderm
GSM6999507,21,GascE753129,E75,blood
GSM6999508,20,GascE753130,E75,ExE endoderm
GSM6999509,21,GascE753131,E75,ExE endoderm
GSM6999510,21,GascE753132,E75,ExE endoderm
GSM6999511,21,GascE753134,E75,epithelial cells
GSM6999512,21,GascE753135,E75,neural ectoderm
GSM6999513,20,GascE753136,E75,ExE ectoderm
GSM6999514,21,GascE753137,E75,ExE ectoderm
GSM6999515,21,GascE753138,E75,neural ectoderm
GSM6999516,21,GascE753139,E75,ExE ectoderm
GSM6999517,20,GascE753140,E75,neural ectoderm
GSM6999518,21,GascE753141,E75,neural ectoderm
GSM6999519,21,GascE753142,E75,neural ectoderm
GSM6999520,21,GascE753143,E75,ExE endoderm
GSM6999521,21,GascE753144,E75,ExE mesoderm
GSM6999522,21,GasdE701001,E70,ExE endoderm
GSM6999523,21,GasdE701003,E70,epiblast and PS
GSM6999524,21,GasdE701004,E70,ExE endoderm
GSM6999525,21,GasdE701005,E70,ExE endoderm
GSM6999526,21,GasdE701006,E70,ExE endoderm
GSM6999527,21,GasdE701007,E70,epiblast and PS
GSM6999528,21,GasdE701008,E70,ExE ectoderm
GSM6999529,21,GasdE701009,E70,ExE ectoderm
GSM6999530,21,GasdE701010,E70,ExE ectoderm
GSM6999531,21,GasdE701011,E70,ExE ectoderm
GSM6999532,21,GasdE701012,E70,ExE endoderm
GSM6999533,21,GasdE701013,E70,epiblast and PS
GSM6999534,21,GasdE701014,E70,epiblast and PS
GSM6999535,21,GasdE701015,E70,ExE mesoderm
GSM6999536,21,GasdE701016,E70,epiblast and PS
GSM6999537,21,GasdE701017,E70,endoderm
GSM6999538,21,GasdE701018,E70,ExE ectoderm
GSM6999539,21,GasdE701019,E70,early mesoderm
GSM6999540,21,GasdE701020,E70,ExE ectoderm
GSM6999541,21,GasdE701021,E70,epiblast and PS
GSM6999542,20,GasdE701022,E70,neural ectoderm
GSM6999543,20,GasdE701023,E70,ExE endoderm
GSM6999544,21,GasdE701024,E70,ExE ectoderm
GSM6999545,21,GasdE701025,E70,endoderm
GSM6999546,21,GasdE701026,E70,ExE mesoderm
GSM6999547,21,GasdE701027,E70,epiblast and PS
GSM6999548,21,GasdE701028,E70,ExE endoderm
GSM6999549,21,GasdE701029,E70,early mesoderm
GSM6999550,21,GasdE701030,E70,epiblast and PS
GSM6999551,21,GasdE701031,E70,ExE ectoderm
GSM6999552,21,GasdE701032,E70,ExE ectoderm
GSM6999553,20,GasdE701033,E70,epiblast and PS
GSM6999554,21,GasdE701034,E70,epiblast and PS
GSM6999555,21,GasdE701035,E70,epiblast and PS
GSM6999556,21,GasdE701036,E70,ExE ectoderm
GSM6999557,21,GasdE701037,E70,epiblast and PS
GSM6999558,21,GasdE701038,E70,ExE endoderm
GSM6999559,20,GasdE701039,E70,blood
GSM6999560,21,GasdE701040,E70,ExE endoderm
GSM6999561,21,GasdE701041,E70,neural ectoderm
GSM6999562,21,GasdE701042,E70,mitosis
GSM6999563,20,GasdE701043,E70,early mesoderm
GSM6999564,21,GasdE701044,E70,ExE endoderm
GSM6999565,21,GasdE701045,E70,epiblast and PS
GSM6999566,20,GasdE701046,E70,epiblast and PS
GSM6999567,21,GasdE701047,E70,mitosis
GSM6999568,21,GasdE701048,E70,ExE mesoderm
GSM6999569,21,GasdE701049,E70,mitosis
GSM6999570,21,GasdE701050,E70,ExE ectoderm
GSM6999571,21,GasdE701051,E70,early mesoderm
GSM6999572,21,GasdE701052,E70,ExE endoderm
GSM6999573,20,GasdE701053,E70,mitosis
GSM6999574,21,GasdE701054,E70,early mesoderm
GSM6999575,20,GasdE701055,E70,epiblast and PS
GSM6999576,21,GasdE701056,E70,ExE mesoderm
GSM6999577,21,GasdE701057,E70,mitosis
GSM6999578,21,GasdE701058,E70,ExE ectoderm
GSM6999579,21,GasdE701059,E70,ExE ectoderm
GSM6999580,21,GasdE701060,E70,ExE ectoderm
GSM6999581,21,GasdE701061,E70,ExE ectoderm
GSM6999582,20,GasdE701062,E70,endoderm
GSM6999583,21,GasdE701063,E70,ExE endoderm
GSM6999584,21,GasdE701064,E70,epiblast and PS
GSM6999585,21,GasdE701065,E70,ExE ectoderm
GSM6999586,21,GasdE701066,E70,epiblast and PS
GSM6999587,20,GasdE701067,E70,ExE ectoderm
GSM6999588,21,GasdE701068,E70,ExE endoderm
GSM6999589,21,GasdE701069,E70,epiblast and PS
GSM6999590,21,GasdE701070,E70,epiblast and PS
GSM6999591,21,GasdE701071,E70,epiblast and PS
GSM6999592,20,GasdE701072,E70,epiblast and PS
GSM6999593,20,GasdE701073,E70,early mesoderm
GSM6999594,21,GasdE701074,E70,epiblast and PS
GSM6999595,21,GasdE701075,E70,ExE endoderm
GSM6999596,21,GasdE701076,E70,epiblast and PS
GSM6999597,21,GasdE701077,E70,ExE ectoderm
GSM6999598,21,GasdE701078,E70,ExE endoderm
GSM6999599,21,GasdE701079,E70,epiblast and PS
GSM6999600,21,GasdE701080,E70,neural ectoderm
GSM6999601,21,GasdE701081,E70,early mesoderm
GSM6999602,21,GasdE701082,E70,early mesoderm
GSM6999603,21,GasdE701083,E70,ExE endoderm
GSM6999604,21,GasdE701084,E70,ExE endoderm
GSM6999605,21,GasdE701085,E70,epithelial cells
GSM6999606,21,GasdE701086,E70,epiblast and PS
GSM6999607,21,GasdE701087,E70,epiblast and PS
GSM6999608,21,GasdE701088,E70,ExE endoderm
GSM6999609,21,GasdE701089,E70,ExE endoderm
GSM6999610,21,GasdE701090,E70,ExE ectoderm
GSM6999611,21,GasdE701091,E70,ExE ectoderm
GSM6999612,21,GasdE701092,E70,early mesoderm
GSM6999613,21,GasdE701093,E70,early mesoderm
GSM6999614,20,GasdE701094,E70,epiblast and PS
GSM6999615,21,GasdE701095,E70,ExE endoderm
GSM6999616,21,GasdE701096,E70,epiblast and PS
GSM6999617,21,GasdE701097,E70,epiblast and PS
GSM6999618,21,GasdE701098,E70,epiblast and PS
GSM6999619,21,GasdE701099,E70,ExE mesoderm
GSM6999620,21,GasdE701100,E70,early mesoderm
GSM6999621,21,GasdE701101,E70,early mesoderm
GSM6999622,21,GasdE701102,E70,epiblast and PS
GSM6999623,21,GasdE701103,E70,epiblast and PS
GSM6999624,21,GasdE701104,E70,mitosis
GSM6999625,21,GasdE701105,E70,ExE ectoderm
GSM6999626,20,GasdE701106,E70,epiblast and PS
GSM6999627,21,GasdE701107,E70,ExE endoderm
GSM6999628,21,GasdE701109,E70,epiblast and PS
GSM6999629,21,GasdE701110,E70,epiblast and PS
GSM6999630,21,GasdE701111,E70,endoderm
GSM6999631,21,GasdE701112,E70,epiblast and PS
GSM6999632,21,GasdE701113,E70,ExE endoderm
GSM6999633,21,GasdE701114,E70,early mesoderm
GSM6999634,21,GasdE701115,E70,epiblast and PS
GSM6999635,21,GasdE701116,E70,early mesoderm
GSM6999636,21,GasdE701117,E70,ExE ectoderm
GSM6999637,21,GasdE701118,E70,epiblast and PS
GSM6999638,21,GasdE701119,E70,ExE endoderm
GSM6999639,21,GasdE701120,E70,ExE ectoderm
GSM6999640,21,GasdE701121,E70,epiblast and PS
GSM6999641,21,GasdE701122,E70,early mesoderm
GSM6999642,21,GasdE701123,E70,ExE ectoderm
GSM6999643,21,GasdE701124,E70,epiblast and PS
GSM6999644,21,GasdE701125,E70,epithelial cells
GSM6999645,21,GasdE701126,E70,ExE ectoderm
GSM6999646,21,GasdE701127,E70,ExE endoderm
GSM6999647,21,GasdE701128,E70,ExE endoderm
GSM6999648,21,GasdE701129,E70,epithelial cells
GSM6999649,21,GasdE701130,E70,early mesoderm
GSM6999650,21,GasdE701131,E70,ExE endoderm
GSM6999651,21,GasdE701132,E70,ExE mesoderm
GSM6999652,21,GasdE701133,E70,ExE endoderm
GSM6999653,21,GasdE701134,E70,epiblast and PS
GSM6999654,20,GasdE701135,E70,epiblast and PS
GSM6999655,21,GasdE701136,E70,blood
GSM6999656,21,GasdE701137,E70,epiblast and PS
GSM6999657,21,GasdE701138,E70,mitosis
GSM6999658,21,GasdE701139,E70,epiblast and PS
GSM6999659,21,GasdE701140,E70,epiblast and PS
GSM6999660,20,GasdE701141,E70,epiblast and PS
GSM6999661,21,GasdE701142,E70,epiblast and PS
GSM6999662,21,GasdE701143,E70,epiblast and PS
GSM6999663,21,GasdE701144,E70,ExE endoderm
GSM6999664,21,GasdE701145,E70,epiblast and PS
GSM6999665,21,GasdE701146,E70,ExE ectoderm
GSM6999666,21,GasdE701147,E70,ExE endoderm
GSM6999667,21,GasdE701148,E70,epiblast and PS
GSM6999668,21,GasdE701149,E70,epiblast and PS
GSM6999669,21,GasdE701150,E70,mitosis
GSM6999670,21,GasdE701151,E70,ExE mesoderm
GSM6999671,21,GasdE701152,E70,epiblast and PS
GSM6999672,21,GasdE701153,E70,epiblast and PS
GSM6999673,21,GasdE701154,E70,epiblast and PS
GSM6999674,21,GasdE701155,E70,epiblast and PS
GSM6999675,21,GasdE701156,E70,epiblast and PS
GSM6999676,21,GasdE701157,E70,ExE ectoderm
GSM6999677,21,GasdE701158,E70,ExE endoderm
GSM6999678,21,GasdE701159,E70,ExE ectoderm
GSM6999679,21,GasdE701160,E70,ExE endoderm
GSM6999680,21,GasdE701161,E70,epiblast and PS
GSM6999681,21,GasdE701162,E70,epiblast and PS
